model_name,video_id,prompt,CLIP Score,X-CLIP Score,BLIP-BLEU,T2VScore-A (GPT-4V)
floor33,285,GoPro footage of skydivers holding hands with the style of Ghibli,27.0490799,18.18968487,0.180967484,0.75
gen2,285,GoPro footage of skydivers holding hands with the style of Ghibli,29.15649796,17.72137507,0.083333333,0.75
modelscope,285,GoPro footage of skydivers holding hands with the style of Ghibli,24.70676804,19.06020498,0.271451225,0.5
pika,285,GoPro footage of skydivers holding hands with the style of Ghibli,29.09750175,18.29729589,0.043443486,0.5
zeroscope,285,GoPro footage of skydivers holding hands with the style of Ghibli,26.43442535,19.64126778,0.181818182,0.5
floor33,286,"1940's footage of hello kitty, Figurine style",31.72645569,16.47034454,0.2,0.666666667
gen2,286,"1940's footage of hello kitty, Figurine style",30.68617058,14.9063247,0.111111111,0.333333333
modelscope,286,"1940's footage of hello kitty, Figurine style",25.1366539,15.2778244,0.125,0.666666667
pika,286,"1940's footage of hello kitty, Figurine style",36.01871109,13.90379757,0.111111111,0.666666667
zeroscope,286,"1940's footage of hello kitty, Figurine style",38.98080826,15.39426756,0.222222222,0.666666667
floor33,287,"An elderly lady with a warm smile, white hair, and deep wrinkles. with the style of Salvador Dali",25.64178467,16.69642448,0.12262648,0.833333333
gen2,287,"An elderly lady with a warm smile, white hair, and deep wrinkles. with the style of Salvador Dali",27.4033432,18.12984149,0.12262648,0.833333333
modelscope,287,"An elderly lady with a warm smile, white hair, and deep wrinkles. with the style of Salvador Dali",20.61460114,8.67378366,0.192441215,0.833333333
pika,287,"An elderly lady with a warm smile, white hair, and deep wrinkles. with the style of Salvador Dali",25.15770912,11.56769509,0.12262648,0.833333333
zeroscope,287,"An elderly lady with a warm smile, white hair, and deep wrinkles. with the style of Salvador Dali",23.86266518,12.88832188,0.179731586,0.666666667
floor33,288,"A Chris Ofili painting ofA teenage girl with long, straight hair, braces, and a shy smile.",28.38819122,15.79471588,0.244283895,0.714285714
gen2,288,"A Chris Ofili painting ofA teenage girl with long, straight hair, braces, and a shy smile.",20.8658371,12.16180984,0.153141941,0
modelscope,288,"A Chris Ofili painting ofA teenage girl with long, straight hair, braces, and a shy smile.",27.88101578,20.71268749,0.230813243,0.142857143
pika,288,"A Chris Ofili painting ofA teenage girl with long, straight hair, braces, and a shy smile.",25.91930389,13.43071228,0.109762327,0.142857143
zeroscope,288,"A Chris Ofili painting ofA teenage girl with long, straight hair, braces, and a shy smile.",24.04947662,12.53294158,0.23884377,0.571428571
floor33,289,"A gentleman with a handlebar mustache, a bowler hat, and a monocle.  with the style of oil painting",29.66070175,12.47095823,0.204377467,0.833333333
gen2,289,"A gentleman with a handlebar mustache, a bowler hat, and a monocle.  with the style of oil painting",25.43602753,10.33449507,0.163501974,0.833333333
modelscope,289,"A gentleman with a handlebar mustache, a bowler hat, and a monocle.  with the style of oil painting",24.86784744,9.814725876,0.353809551,0.833333333
pika,289,"A gentleman with a handlebar mustache, a bowler hat, and a monocle.  with the style of oil painting",22.80344582,11.42553086,0.353809551,0.833333333
zeroscope,289,"A gentleman with a handlebar mustache, a bowler hat, and a monocle.  with the style of oil painting",20.2479248,10.79479384,0.336772126,0.5
floor33,290,"With the style of Ghibli, A man with a shaved head, a beard, and a muscular build.",28.50730896,13.90765381,0.04965853,0.5
gen2,290,"With the style of Ghibli, A man with a shaved head, a beard, and a muscular build.",30.32306671,15.66007757,0.27407486,0.833333333
modelscope,290,"With the style of Ghibli, A man with a shaved head, a beard, and a muscular build.",29.12894058,13.13750243,0.228395717,0.666666667
pika,290,"With the style of Ghibli, A man with a shaved head, a beard, and a muscular build.",27.15653992,8.241790613,0.274683596,0.666666667
zeroscope,290,"With the style of Ghibli, A man with a shaved head, a beard, and a muscular build.",28.3001461,16.15209413,0.403558873,0.833333333
floor33,291,"A Romero Britto painting ofA woman with a bob haircut, red lipstick, and a vintage dress.",29.24402618,14.09293699,0.229924651,0.666666667
gen2,291,"A Romero Britto painting ofA woman with a bob haircut, red lipstick, and a vintage dress.",26.20403671,16.16160035,0.358265655,0.833333333
modelscope,291,"A Romero Britto painting ofA woman with a bob haircut, red lipstick, and a vintage dress.",25.38017273,17.07991695,0.219524654,0.666666667
pika,291,"A Romero Britto painting ofA woman with a bob haircut, red lipstick, and a vintage dress.",25.58119392,13.55765427,0.346219865,0.666666667
zeroscope,291,"A Romero Britto painting ofA woman with a bob haircut, red lipstick, and a vintage dress.",27.0674305,18.53691578,0.23884377,0.666666667
floor33,292,"A young man with a mohawk, piercings, and an energetic vibe., impressionist style",29.14487648,18.30149364,0.303182879,0.666666667
gen2,292,"A young man with a mohawk, piercings, and an energetic vibe., impressionist style",27.8828125,13.38221383,0.242498769,0.666666667
modelscope,292,"A young man with a mohawk, piercings, and an energetic vibe., impressionist style",28.50802612,19.26970673,0.285714286,0.666666667
pika,292,"A young man with a mohawk, piercings, and an energetic vibe., impressionist style",22.05261803,6.649015056,0.222245466,0.5
zeroscope,292,"A young man with a mohawk, piercings, and an energetic vibe., impressionist style",24.81481743,14.84250116,0.306681471,0.5
floor33,293,"Hokusai style, A man with dreadlocks, a beanie hat, and a laid-back attitude.",23.81132126,7.226864576,0.121249384,0.666666667
gen2,293,"Hokusai style, A man with dreadlocks, a beanie hat, and a laid-back attitude.",22.66851616,10.3029782,0.303123461,0.833333333
modelscope,293,"Hokusai style, A man with dreadlocks, a beanie hat, and a laid-back attitude.",20.36155319,9.990902901,0.303182879,0
pika,293,"Hokusai style, A man with dreadlocks, a beanie hat, and a laid-back attitude.",24.11320496,9.156442059,0.334538393,0.666666667
zeroscope,293,"Hokusai style, A man with dreadlocks, a beanie hat, and a laid-back attitude.",26.59626007,14.30061626,0.384615385,0.833333333
floor33,294,"abstract cubism style, Freckles dot the girl's cheeks as she grins playfully",29.2714653,10.01059389,8.97E-17,0.833333333
gen2,294,"abstract cubism style, Freckles dot the girl's cheeks as she grins playfully",25.18052673,11.66085386,8.47E-17,0.666666667
modelscope,294,"abstract cubism style, Freckles dot the girl's cheeks as she grins playfully",20.87225914,14.24656248,0.081873075,0.166666667
pika,294,"abstract cubism style, Freckles dot the girl's cheeks as she grins playfully",25.61791992,8.788018968,8.96E-17,0.333333333
zeroscope,294,"abstract cubism style, Freckles dot the girl's cheeks as she grins playfully",18.48955345,12.15861559,0.075816332,0
floor33,295,"The elderly woman's warm expression and white hair convey wisdom and kindness., pointilism style",27.07921982,14.35587645,0.067032005,0.666666667
gen2,295,"The elderly woman's warm expression and white hair convey wisdom and kindness., pointilism style",20.65199852,11.88902521,0.19125114,0.666666667
modelscope,295,"The elderly woman's warm expression and white hair convey wisdom and kindness., pointilism style",26.62822914,15.64642906,0.12750076,0.833333333
pika,295,"The elderly woman's warm expression and white hair convey wisdom and kindness., pointilism style",16.71122169,10.04202832,0.19125114,0.833333333
zeroscope,295,"The elderly woman's warm expression and white hair convey wisdom and kindness., pointilism style",20.75725937,8.337157965,7.59E-17,0.833333333
floor33,296,"low-poly game art style, Two birds flew around a person, in the style of Sci-Fi",24.67200851,12.15863228,0.126389805,0.142857143
gen2,296,"low-poly game art style, Two birds flew around a person, in the style of Sci-Fi",26.5911541,12.9469351,0.30326533,0.428571429
modelscope,296,"low-poly game art style, Two birds flew around a person, in the style of Sci-Fi",26.06163406,15.39487863,0.189584708,0.571428571
pika,296,"low-poly game art style, Two birds flew around a person, in the style of Sci-Fi",18.42090988,12.19439824,0.194700196,0.428571429
zeroscope,296,"low-poly game art style, Two birds flew around a person, in the style of Sci-Fi",23.57474136,16.0299871,0.12980013,0
floor33,297,"Two persons and two monkeys playing together, in the style of Von Gogh with the style of pointilism",22.82089233,11.50122023,0.163501974,0.142857143
gen2,297,"Two persons and two monkeys playing together, in the style of Von Gogh with the style of pointilism",22.01600456,5.90056018,0.144330911,0.142857143
modelscope,297,"Two persons and two monkeys playing together, in the style of Von Gogh with the style of pointilism",27.66165924,12.02625704,0.261812461,0.142857143
pika,297,"Two persons and two monkeys playing together, in the style of Von Gogh with the style of pointilism",20.01495361,13.64703751,0.192441215,0.428571429
zeroscope,297,"Two persons and two monkeys playing together, in the style of Von Gogh with the style of pointilism",22.89251709,20.3387289,0.192441215,0.285714286
floor33,298,"A sketch painting ofgirl walking with a cat, created by Hayao Miyazaki",24.0066452,13.41218138,0.2,0.714285714
gen2,298,"A sketch painting ofgirl walking with a cat, created by Hayao Miyazaki",29.23838997,17.74874512,0.214285714,0.571428571
modelscope,298,"A sketch painting ofgirl walking with a cat, created by Hayao Miyazaki",29.18046761,22.02036858,0.230769231,0.857142857
pika,298,"A sketch painting ofgirl walking with a cat, created by Hayao Miyazaki",27.844244,16.12802347,0.15922918,0.857142857
zeroscope,298,"A sketch painting ofgirl walking with a cat, created by Hayao Miyazaki",25.95668602,17.5274148,0.25,0.428571429
floor33,299,"With the style of da Vinci, A woman gently pets a cat purring in her lap.",23.86782837,18.69123554,0.274405818,0.75
gen2,299,"With the style of da Vinci, A woman gently pets a cat purring in her lap.",26.5250206,14.90803925,0.219524654,0.75
modelscope,299,"With the style of da Vinci, A woman gently pets a cat purring in her lap.",32.43518448,18.00141191,0.244283895,0.75
pika,299,"With the style of da Vinci, A woman gently pets a cat purring in her lap.",21.4319725,18.20162816,0.204189255,0.125
zeroscope,299,"With the style of da Vinci, A woman gently pets a cat purring in her lap.",23.63636208,17.59983158,0.23884377,0.75
floor33,300,A man had been feeding pigeons in the park on a sunny day. with the style of Black and White Film Noir,28.819561,17.84324551,0.180716527,0.6
gen2,300,A man had been feeding pigeons in the park on a sunny day. with the style of Black and White Film Noir,26.11707306,12.79170545,0.133774342,1
modelscope,300,A man had been feeding pigeons in the park on a sunny day. with the style of Black and White Film Noir,27.6256752,19.26701784,0.1924692,0.8
pika,300,A man had been feeding pigeons in the park on a sunny day. with the style of Black and White Film Noir,27.3519001,20.83276473,0.150597106,0.2
zeroscope,300,A man had been feeding pigeons in the park on a sunny day. with the style of Black and White Film Noir,23.4731884,18.58896351,0.131042824,0.2
floor33,301,"A boy feeds a carrot to a friendly rabbit at a petting zoo. , renaissance style style",28.18763351,14.67532873,0.248292652,0.777777778
gen2,301,"A boy feeds a carrot to a friendly rabbit at a petting zoo. , renaissance style style",22.26104164,13.18731944,0.263444672,0.222222222
modelscope,301,"A boy feeds a carrot to a friendly rabbit at a petting zoo. , renaissance style style",24.64457703,12.80473852,0.198634121,0.444444444
pika,301,"A boy feeds a carrot to a friendly rabbit at a petting zoo. , renaissance style style",24.00547409,16.35230149,0.263444672,0.666666667
zeroscope,301,"A boy feeds a carrot to a friendly rabbit at a petting zoo. , renaissance style style",26.3584156,19.39023733,0.228395717,0.888888889
floor33,302,"Hokusai style, wizard fighting goblin",26.09515762,14.33977318,0.125,0.333333333
gen2,302,"Hokusai style, wizard fighting goblin",22.91389847,6.259312073,1.22E-16,0.333333333
modelscope,302,"Hokusai style, wizard fighting goblin",27.38250732,9.325285196,0.125,0.5
pika,302,"Hokusai style, wizard fighting goblin",28.19918633,12.78780937,0.142857143,0.833333333
zeroscope,302,"Hokusai style, wizard fighting goblin",29.70638466,12.47660828,0.125,0.833333333
floor33,303,A Figurine painting ofA photographer is taking pictures of 3 beautiful models.,24.28367615,15.59435749,0.07961459,0.125
gen2,303,A Figurine painting ofA photographer is taking pictures of 3 beautiful models.,30.59183502,11.72739029,0.069934523,0.25
modelscope,303,A Figurine painting ofA photographer is taking pictures of 3 beautiful models.,20.98275375,11.86194539,0.081873075,0.125
pika,303,A Figurine painting ofA photographer is taking pictures of 3 beautiful models.,24.9224453,17.5914419,0.083009156,0.25
zeroscope,303,A Figurine painting ofA photographer is taking pictures of 3 beautiful models.,21.14320564,14.26565313,0.163746151,0.25
floor33,304,A GoPro film painting of1 gardener takes care of 5 apple trees.,26.02363586,12.33159685,0.083009156,0.428571429
gen2,304,A GoPro film painting of1 gardener takes care of 5 apple trees.,23.51147652,10.08417034,8.97E-17,0.428571429
modelscope,304,A GoPro film painting of1 gardener takes care of 5 apple trees.,31.73564911,18.30662727,0.07961459,0.571428571
pika,304,A GoPro film painting of1 gardener takes care of 5 apple trees.,23.2885685,14.44382985,8.92E-17,0.571428571
zeroscope,304,A GoPro film painting of1 gardener takes care of 5 apple trees.,26.74767303,16.00515151,0.15922918,0.428571429
floor33,305,"In vector illustration style, A group of children build a snowman together.",28.53391647,20.22906113,0.379081662,0.75
gen2,305,"In vector illustration style, A group of children build a snowman together.",29.74089241,14.77891167,0.25,0.5
modelscope,305,"In vector illustration style, A group of children build a snowman together.",25.81557083,18.79098463,8.97E-17,0.75
pika,305,"In vector illustration style, A group of children build a snowman together.",31.79266739,20.97952504,0.249027468,1
zeroscope,305,"In vector illustration style, A group of children build a snowman together.",22.01577759,19.2277832,0.30326533,0.75
floor33,306,"A mother and her child feed ducks at a pond., da Vinci style",24.8474369,15.78069401,0.227387159,0.857142857
gen2,306,"A mother and her child feed ducks at a pond., da Vinci style",22.26753044,12.56573494,0.15159144,0.714285714
modelscope,306,"A mother and her child feed ducks at a pond., da Vinci style",25.16679764,15.72293615,0.230011104,0.428571429
pika,306,"A mother and her child feed ducks at a pond., da Vinci style",21.68870926,16.6192876,0.284969061,0.857142857
zeroscope,306,"A mother and her child feed ducks at a pond., da Vinci style",17.29071808,18.26764679,0.153846154,0.428571429
floor33,307,"A group of teenagers skateboard in an empty parking lot. , Madhubani art style",23.09979248,16.59757233,0.201096014,0.75
modelscope,307,"A group of teenagers skateboard in an empty parking lot. , Madhubani art style",15.3089819,6.847716331,0.134064009,0.75
pika,307,"A group of teenagers skateboard in an empty parking lot. , Madhubani art style",19.21818924,14.8145415,0.34604563,0.75
zeroscope,307,"A group of teenagers skateboard in an empty parking lot. , Madhubani art style",18.51390266,11.09126711,0.19125114,0.75
floor33,308,"A father teaches his son how to ride a bicycle in the backyard in cyberpunk, neonpunk style",21.46640968,15.80672836,0.04965853,0.777777778
modelscope,308,"A father teaches his son how to ride a bicycle in the backyard in cyberpunk, neonpunk style",24.3292923,15.83166981,0.148975591,0.333333333
pika,308,"A father teaches his son how to ride a bicycle in the backyard in cyberpunk, neonpunk style",19.08334923,12.10435126,0.04965853,0.666666667
zeroscope,308,"A father teaches his son how to ride a bicycle in the backyard in cyberpunk, neonpunk style",25.64086342,13.71767807,0.099317061,0.777777778
floor33,309,"With the style of van gogh, A young couple dances under the moonlight by the lake.",24.83417511,14.43050766,0.109762327,0.8
gen2,309,"With the style of van gogh, A young couple dances under the moonlight by the lake.",25.70708275,13.71483521,0.115406622,0.8
modelscope,309,"With the style of van gogh, A young couple dances under the moonlight by the lake.",25.76514435,17.95585966,0.061070974,1
pika,309,"With the style of van gogh, A young couple dances under the moonlight by the lake.",23.53668213,11.99489212,0.061070974,0.6
zeroscope,309,"With the style of van gogh, A young couple dances under the moonlight by the lake.",21.54474258,15.70870948,0.054881164,0.4
floor33,310,A street artist paints a colorful mural on a city wall.  with the style of Disney movie,32.78918839,19.66290569,0.316133607,0
gen2,310,A street artist paints a colorful mural on a city wall.  with the style of Disney movie,27.32956314,14.11889434,0.198634121,0.833333333
modelscope,310,A street artist paints a colorful mural on a city wall.  with the style of Disney movie,32.14450836,17.18114853,0.182716574,0.833333333
pika,310,A street artist paints a colorful mural on a city wall.  with the style of Disney movie,29.50496101,19.12585068,0.182716574,0.833333333
zeroscope,310,A street artist paints a colorful mural on a city wall.  with the style of Disney movie,26.45396423,18.25790596,0.29172444,0.833333333
floor33,311,"A Roy Lichtenstein painting ofA teacher stands in front of a classroom, engaging students in a lively discussion about a book they are reading",24.91953278,14.62746477,0.147958178,0.714285714
gen2,311,"A Roy Lichtenstein painting ofA teacher stands in front of a classroom, engaging students in a lively discussion about a book they are reading",24.38885689,12.24725199,0.139869046,0.142857143
modelscope,311,"A Roy Lichtenstein painting ofA teacher stands in front of a classroom, engaging students in a lively discussion about a book they are reading",25.33094978,13.6751914,0.174836307,0.571428571
pika,311,"A Roy Lichtenstein painting ofA teacher stands in front of a classroom, engaging students in a lively discussion about a book they are reading",33.82396317,14.59281275,0.10493089,0.714285714
zeroscope,311,"A Roy Lichtenstein painting ofA teacher stands in front of a classroom, engaging students in a lively discussion about a book they are reading",23.54965973,14.35778522,0.198028616,0.428571429
floor33,312,"With the style of traditional Chinese painting, A doctor consults with a patient, listening to their concerns and offering advice on how to improve their health.",29.85395813,16.25642776,0.060624692,0.833333333
modelscope,312,"With the style of traditional Chinese painting, A doctor consults with a patient, listening to their concerns and offering advice on how to improve their health.",27.24810219,13.30390954,0.050413253,0.166666667
pika,312,"With the style of traditional Chinese painting, A doctor consults with a patient, listening to their concerns and offering advice on how to improve their health.",25.41504478,11.27224074,0.060568955,0.166666667
zeroscope,312,"With the style of traditional Chinese painting, A doctor consults with a patient, listening to their concerns and offering advice on how to improve their health.",32.39474487,9.553763628,0.113193674,0.666666667
floor33,313,"Howard Hodgkin style, A couple walks hand in hand along a beach, watching the sunset as they talk about their future together.",23.12837982,7.043003321,0.065165229,0.5
gen2,313,"Howard Hodgkin style, A couple walks hand in hand along a beach, watching the sunset as they talk about their future together.",22.35386848,13.35262148,0.066887171,0.75
modelscope,313,"Howard Hodgkin style, A couple walks hand in hand along a beach, watching the sunset as they talk about their future together.",20.88371277,8.976255774,0.100330757,0.625
pika,313,"Howard Hodgkin style, A couple walks hand in hand along a beach, watching the sunset as they talk about their future together.",28.55457306,10.18614356,0.100330757,0.75
zeroscope,313,"Howard Hodgkin style, A couple walks hand in hand along a beach, watching the sunset as they talk about their future together.",24.2995472,13.88649273,0.090358264,0.625
floor33,314,A horse sitting on an astronaut's shoulders. in Andrew Warhol style,24.6544342,12.87407494,0.08591116,0.666666667
gen2,314,A horse sitting on an astronaut's shoulders. in Andrew Warhol style,23.67710495,16.23137935,0.088970823,0.333333333
modelscope,314,A horse sitting on an astronaut's shoulders. in Andrew Warhol style,21.56283569,11.9961381,0.272727273,0.333333333
pika,314,A horse sitting on an astronaut's shoulders. in Andrew Warhol style,34.50617218,14.88145415,0.181818182,0.666666667
zeroscope,314,A horse sitting on an astronaut's shoulders. in Andrew Warhol style,24.18403053,12.54304361,0.214285714,0.666666667
floor33,315,"pop art style, A photo of an astronaut riding a horse in the forest. There is a river in front of them with water lilies.",37.14287949,18.6586895,0.152763688,0.714285714
gen2,315,"pop art style, A photo of an astronaut riding a horse in the forest. There is a river in front of them with water lilies.",36.83750153,19.99364169,0.074645605,0.714285714
modelscope,315,"pop art style, A photo of an astronaut riding a horse in the forest. There is a river in front of them with water lilies.",29.0290699,14.05359602,0.14102726,0
pika,315,"pop art style, A photo of an astronaut riding a horse in the forest. There is a river in front of them with water lilies.",35.38948059,17.23650837,0.227897009,0.714285714
zeroscope,315,"pop art style, A photo of an astronaut riding a horse in the forest. There is a river in front of them with water lilies.",27.01103592,12.53421545,0.183716096,0.571428571
floor33,316,"A photo of an astronaut riding a horse in the forest., Romero Britto style",22.82453537,19.40740013,0.19125114,0.285714286
gen2,316,"A photo of an astronaut riding a horse in the forest., Romero Britto style",27.26794052,16.26267465,0.423240862,0.571428571
modelscope,316,"A photo of an astronaut riding a horse in the forest., Romero Britto style",26.18153381,12.46137524,0.284911101,0.428571429
pika,316,"A photo of an astronaut riding a horse in the forest., Romero Britto style",31.27925491,18.50507461,0.415254756,0.857142857
zeroscope,316,"A photo of an astronaut riding a horse in the forest., Romero Britto style",21.80030632,12.03713274,0.3187519,0.285714286
floor33,317,a portrait of a postal worker who has forgotten their mailbag with the style of Katsushika Hokusai,26.04455185,12.10388327,0.230605071,0.6
gen2,317,a portrait of a postal worker who has forgotten their mailbag with the style of Katsushika Hokusai,22.57250214,8.809274793,0.115302535,0
modelscope,317,a portrait of a postal worker who has forgotten their mailbag with the style of Katsushika Hokusai,21.26239014,10.53666615,0.230605071,0.4
pika,317,a portrait of a postal worker who has forgotten their mailbag with the style of Katsushika Hokusai,25.56900978,12.63698959,0.169648034,0.6
zeroscope,317,a portrait of a postal worker who has forgotten their mailbag with the style of Katsushika Hokusai,23.86833191,11.61279631,0.164810158,0.4
floor33,318,A Sticker illustration painting ofa politician wearing a soccer jersey and holding a volleyball while giving a speech on a stage,27.10827446,16.48670483,0.146505571,0.2
gen2,318,A Sticker illustration painting ofa politician wearing a soccer jersey and holding a volleyball while giving a speech on a stage,24.83781815,12.77631974,0.146442854,0.6
modelscope,318,A Sticker illustration painting ofa politician wearing a soccer jersey and holding a volleyball while giving a speech on a stage,21.55739975,7.886125803,0.118091638,0
pika,318,A Sticker illustration painting ofa politician wearing a soccer jersey and holding a volleyball while giving a speech on a stage,27.38876152,12.43721591,0.124715307,0
zeroscope,318,A Sticker illustration painting ofa politician wearing a soccer jersey and holding a volleyball while giving a speech on a stage,27.83298492,15.41869974,0.166435542,0
floor33,319,"In Macro len style, a photograph of a knight in shining armor holding a basketball",35.24892426,22.6291008,0.318906557,0.857142857
gen2,319,"In Macro len style, a photograph of a knight in shining armor holding a basketball",28.73701286,13.95216203,0.260538762,0.714285714
modelscope,319,"In Macro len style, a photograph of a knight in shining armor holding a basketball",18.13840866,7.983193159,0.242612264,0.142857143
pika,319,"In Macro len style, a photograph of a knight in shining armor holding a basketball",33.74271774,16.46115589,0.312646515,1
zeroscope,319,"In Macro len style, a photograph of a knight in shining armor holding a basketball",36.00820923,19.9911108,0.329770738,0.857142857
floor33,320,"In 3d game style, Salvador Dalí with a robotic half face",27.39409256,8.929887772,0.181818182,0.333333333
gen2,320,"In 3d game style, Salvador Dalí with a robotic half face",25.92670631,12.06965661,0.181818182,0.333333333
modelscope,320,"In 3d game style, Salvador Dalí with a robotic half face",25.16129684,11.52121592,0.271451225,0.333333333
pika,320,"In 3d game style, Salvador Dalí with a robotic half face",19.21748352,9.347240819,0.181818182,0.666666667
zeroscope,320,"In 3d game style, Salvador Dalí with a robotic half face",23.2057724,10.84041524,0.166666667,0.666666667
floor33,321,a child and a penguin sitting on the moon in Hokusai style,22.6665802,13.33004856,0.31845836,0.5
gen2,321,a child and a penguin sitting on the moon in Hokusai style,26.03648758,7.828209043,0.666666667,0.333333333
modelscope,321,a child and a penguin sitting on the moon in Hokusai style,19.98085213,10.85772395,0.379081662,0.166666667
pika,321,a child and a penguin sitting on the moon in Hokusai style,27.73269844,11.69836118,0.279738091,0.333333333
zeroscope,321,a child and a penguin sitting on the moon in Hokusai style,14.00013733,6.842383385,0.384615385,0.333333333
floor33,322,Superman shaking hands with Spiderman with the style of watercolor,21.19874001,17.21853447,0.198853181,0.2
gen2,322,Superman shaking hands with Spiderman with the style of watercolor,27.40510559,17.5671622,0.147151776,0.4
modelscope,322,Superman shaking hands with Spiderman with the style of watercolor,21.34365845,16.04720426,0.083333333,0.4
pika,322,Superman shaking hands with Spiderman with the style of watercolor,24.37604904,17.68874147,0.097350098,0.8
zeroscope,322,Superman shaking hands with Spiderman with the style of watercolor,23.35110283,14.65670991,0.097350098,0.8
floor33,323,a man with puppet that looks like a king in oil painting style,25.23677826,7.659507036,0.066907679,0.833333333
gen2,323,a man with puppet that looks like a king in oil painting style,24.64789581,8.467439493,0.296327288,0.5
modelscope,323,a man with puppet that looks like a king in oil painting style,23.56285095,9.050291896,0.37040911,0.666666667
pika,323,a man with puppet that looks like a king in oil painting style,20.79821014,8.094328298,0.284969061,1
zeroscope,323,a man with puppet that looks like a king in oil painting style,25.76709175,17.20965195,0.214285714,0.833333333
floor33,324,"With the style of Romero Britto, a person with arms like a tree branch",24.3456955,19.31520081,0.284911101,0.25
gen2,324,"With the style of Romero Britto, a person with arms like a tree branch",26.58754158,14.34064825,0.19125114,0.75
modelscope,324,"With the style of Romero Britto, a person with arms like a tree branch",20.68431664,12.77734971,0.276836504,0.25
pika,324,"With the style of Romero Britto, a person with arms like a tree branch",24.69034004,10.49562613,0.276836504,0.75
zeroscope,324,"With the style of Romero Britto, a person with arms like a tree branch",23.42637444,16.07414365,0.295229095,0.25
floor33,325,a man riding a cat in cartoon style,29.01741982,18.3834095,0.597109425,0.5
gen2,325,a man riding a cat in cartoon style,24.17429924,12.00574636,0.444444444,1
modelscope,325,a man riding a cat in cartoon style,24.21508026,8.43601346,0.5,0.5
pika,325,a man riding a cat in cartoon style,26.98903847,9.75504356,0.5,0.833333333
zeroscope,325,a man riding a cat in cartoon style,25.49340248,11.69632888,0.555555555,0.5
floor33,326,"One person was standing amongst three cars., in the style of 3D game with the style of Howard Hodgkin",24.57917976,12.530725,0.121970898,0
gen2,326,"One person was standing amongst three cars., in the style of 3D game with the style of Howard Hodgkin",23.37247467,10.2387313,0.031604949,0.142857143
modelscope,326,"One person was standing amongst three cars., in the style of 3D game with the style of Howard Hodgkin",27.61264801,12.44522285,0.063209899,0
pika,326,"One person was standing amongst three cars., in the style of 3D game with the style of Howard Hodgkin",18.75727081,11.25044346,0.036576999,0.142857143
zeroscope,326,"One person was standing amongst three cars., in the style of 3D game with the style of Howard Hodgkin",19.8602066,10.03945017,0.081313932,0
floor33,327,"With the style of Romero Britto, an elderly woman",25.61831093,19.70969963,1.09E-16,0.333333333
gen2,327,"With the style of Romero Britto, an elderly woman",30.38200569,9.991918484,0.222222222,1
modelscope,327,"With the style of Romero Britto, an elderly woman",26.56891251,11.18241596,0.222222222,0.666666667
pika,327,"With the style of Romero Britto, an elderly woman",28.77193642,11.66474968,0.153846154,0.666666667
zeroscope,327,"With the style of Romero Britto, an elderly woman",19.70785141,13.34610152,0.222222222,0.333333333
floor33,328,"With the style of Ghibli, an old man",31.74550056,14.48839808,0.181818182,1
gen2,328,"With the style of Ghibli, an old man",22.88653564,11.22837504,0.375,0.666666667
modelscope,328,"With the style of Ghibli, an old man",26.37637329,9.46358943,0.444444444,0.666666667
pika,328,"With the style of Ghibli, an old man",27.35634232,15.50320339,0.333333333,1
zeroscope,328,"With the style of Ghibli, an old man",27.30197716,6.978336692,0.153846154,1
floor33,329,A Katsushika Hokusai painting ofa man with puppet,28.6468544,9.42392683,0.222222222,0.6
gen2,329,A Katsushika Hokusai painting ofa man with puppet,19.61723709,7.163629651,0.111111111,0
modelscope,329,A Katsushika Hokusai painting ofa man with puppet,16.19208527,9.000120878,0.222222222,1
pika,329,A Katsushika Hokusai painting ofa man with puppet,26.11521339,10.5735498,0.142857143,0.4
zeroscope,329,A Katsushika Hokusai painting ofa man with puppet,26.0828743,8.151099682,0.181818182,0.6
floor33,330,A Time 1980 painting ofa boy going to school,25.9116478,7.409787655,0.222222222,0.6
gen2,330,A Time 1980 painting ofa boy going to school,24.9966507,4.638593773,0.166666667,0.4
modelscope,330,A Time 1980 painting ofa boy going to school,22.15111923,8.957496166,0.1,0.6
pika,330,A Time 1980 painting ofa boy going to school,25.96387291,10.26568476,0.220624226,0.8
zeroscope,330,A Time 1980 painting ofa boy going to school,25.74598885,12.47172546,0.110312113,0.8
floor33,331,"Romero Britto style, a girl going to a farm",27.50828171,7.769986391,0.272727273,0.75
gen2,331,"Romero Britto style, a girl going to a farm",19.52947044,9.336267789,0.222222222,0.5
modelscope,331,"Romero Britto style, a girl going to a farm",22.9207859,8.866546392,0.222222222,0.25
pika,331,"Romero Britto style, a girl going to a farm",26.6724968,9.131815381,0.2,0.5
zeroscope,331,"Romero Britto style, a girl going to a farm",27.88420868,12.94062161,0.25,0.75
floor33,332,a family on a road trip in Time 1980 style,28.51163483,10.35970068,0.4,1
gen2,332,a family on a road trip in Time 1980 style,28.72995758,8.111675104,0.298279772,0.5
modelscope,332,a family on a road trip in Time 1980 style,26.94795227,11.35231829,0.2,0.75
pika,332,a family on a road trip in Time 1980 style,24.24271584,5.210788435,0.298279772,0.75
zeroscope,332,a family on a road trip in Time 1980 style,23.23122406,7.498145461,0.307692308,0.5
floor33,333,"In Jamini Roy style, a father and a son playing tennis",22.33078003,15.1163311,0.35588329,0.8
