Index,Video,Question,Answer
4145,videos/RooDYxp5Fx8.5.2.mp4,Is the scene in the video completely static?,No
4146,videos/OCBYMQzG44U.30.14.mp4,Is the scene in the video dynamic?,No
4147,videos/RooDYxp5Fx8.5.2.mp4,Is the scene in the video dynamic?,Yes
4148,videos/8iZ8RtiJq14.4.0.mp4,Is the scene in the video completely static?,Yes
4149,videos/6IUJgiKJ_mE.4.mp4,Is the scene in the video completely static?,No
4150,videos/8iZ8RtiJq14.4.0.mp4,Is the scene in the video dynamic?,No
4151,videos/6IUJgiKJ_mE.4.mp4,Is the scene in the video dynamic?,Yes
4152,videos/JGiXuXc3cao.11.1.mp4,Is the scene in the video completely static?,Yes
4153,videos/rs4B8-qoY1I.3.4.mp4,Is the scene in the video completely static?,No
4154,videos/JGiXuXc3cao.11.1.mp4,Is the scene in the video dynamic?,No
4155,videos/rs4B8-qoY1I.3.4.mp4,Is the scene in the video dynamic?,Yes
4156,videos/0Pzq0URbL2M.9.3.mp4,Is the scene in the video completely static?,Yes
4157,videos/rz8KzLbdS7g.3.4.mp4,Is the scene in the video completely static?,No
4158,videos/0Pzq0URbL2M.9.3.mp4,Is the scene in the video dynamic?,No
4159,videos/rz8KzLbdS7g.3.4.mp4,Is the scene in the video dynamic?,Yes
4160,videos/1560.0.15.mp4,Is the scene in the video completely static?,Yes
4161,videos/rs4B8-qoY1I.11.3.mp4,Is the scene in the video completely static?,No
4162,videos/1560.0.15.mp4,Is the scene in the video dynamic?,No
4163,videos/rs4B8-qoY1I.11.3.mp4,Is the scene in the video dynamic?,Yes
4164,videos/xo9p8p6deRI.10.1.mp4,Is the scene in the video completely static?,Yes
4165,videos/wrW0enIo2u8.0.6.mp4,Is the scene in the video completely static?,No
4166,videos/xo9p8p6deRI.10.1.mp4,Is the scene in the video dynamic?,No
4167,videos/wrW0enIo2u8.0.6.mp4,Is the scene in the video dynamic?,Yes
4168,videos/opXBWdk-mbQ.0.3.mp4,Is the scene in the video completely static?,Yes
4169,videos/as8lT-q2_E8.3.0.mp4,Is the scene in the video completely static?,No
4170,videos/opXBWdk-mbQ.0.3.mp4,Is the scene in the video dynamic?,No
4171,videos/as8lT-q2_E8.3.0.mp4,Is the scene in the video dynamic?,Yes
4172,videos/LtXUoaZcp70.4.4.mp4,Is the scene in the video completely static?,Yes
4173,videos/M0jmSsQ5ptw.0.9.mp4,Is the scene in the video completely static?,No
4174,videos/LtXUoaZcp70.4.4.mp4,Is the scene in the video dynamic?,No
4175,videos/M0jmSsQ5ptw.0.9.mp4,Is the scene in the video dynamic?,Yes
4176,videos/9rGRF5S7bGk.0.0.mp4,Is the scene in the video completely static?,Yes
4177,videos/rs4B8-qoY1I.3.3.mp4,Is the scene in the video completely static?,No
4178,videos/9rGRF5S7bGk.0.0.mp4,Is the scene in the video dynamic?,No
4179,videos/rs4B8-qoY1I.3.3.mp4,Is the scene in the video dynamic?,Yes
4180,videos/3epU697sU9E.1.4.mp4,Is the scene in the video completely static?,Yes
4181,videos/6303.0.9.mp4,Is the scene in the video completely static?,No
4182,videos/3epU697sU9E.1.4.mp4,Is the scene in the video dynamic?,No
4183,videos/6303.0.9.mp4,Is the scene in the video dynamic?,Yes
4184,videos/B_8bbKn3amE.0.18.mp4,Is the scene in the video completely static?,Yes
4185,videos/awPo_VZabRc.1.1.mp4,Is the scene in the video completely static?,No
4186,videos/B_8bbKn3amE.0.18.mp4,Is the scene in the video dynamic?,No
4187,videos/awPo_VZabRc.1.1.mp4,Is the scene in the video dynamic?,Yes
4188,videos/RZs5Hz1klno.2.2.mp4,Is the scene in the video completely static?,Yes
4189,videos/dSmZIp41OCM.25.12.mp4,Is the scene in the video completely static?,No
4190,videos/RZs5Hz1klno.2.2.mp4,Is the scene in the video dynamic?,No
4191,videos/dSmZIp41OCM.25.12.mp4,Is the scene in the video dynamic?,Yes
4192,videos/0u4NY-YtVII.5.2.mp4,Is the scene in the video completely static?,Yes
4193,videos/pNGMY3xVkVE.0.0.mp4,Is the scene in the video completely static?,No
4194,videos/0u4NY-YtVII.5.2.mp4,Is the scene in the video dynamic?,No
4195,videos/pNGMY3xVkVE.0.0.mp4,Is the scene in the video dynamic?,Yes
4196,videos/Gel59Iy3YhQ.2.7.mp4,Is the scene in the video completely static?,Yes
4197,videos/6303.0.21.mp4,Is the scene in the video completely static?,No
4198,videos/Gel59Iy3YhQ.2.7.mp4,Is the scene in the video dynamic?,No
4199,videos/6303.0.21.mp4,Is the scene in the video dynamic?,Yes
4200,videos/xo9p8p6deRI.4.0.mp4,Is the scene in the video completely static?,Yes
4201,videos/qMeHR2Dc4mQ.0.4.mp4,Is the scene in the video completely static?,No
4202,videos/xo9p8p6deRI.4.0.mp4,Is the scene in the video dynamic?,No
4203,videos/qMeHR2Dc4mQ.0.4.mp4,Is the scene in the video dynamic?,Yes
4204,videos/1448735.1.mp4,Is the scene in the video completely static?,Yes
4205,videos/ZBsv_5fHtIg.0.3.mp4,Is the scene in the video completely static?,No
4206,videos/1448735.1.mp4,Is the scene in the video dynamic?,No
4207,videos/ZBsv_5fHtIg.0.3.mp4,Is the scene in the video dynamic?,Yes
4208,videos/LtXUoaZcp70.3.4.mp4,Is the scene in the video completely static?,Yes
4209,videos/awPo_VZabRc.2.3.mp4,Is the scene in the video completely static?,No
4210,videos/LtXUoaZcp70.3.4.mp4,Is the scene in the video dynamic?,No
4211,videos/awPo_VZabRc.2.3.mp4,Is the scene in the video dynamic?,Yes
4212,videos/rz8KzLbdS7g.2.0.mp4,Is the scene in the video completely static?,Yes
4213,videos/3005.1.8.mp4,Is the scene in the video completely static?,No
4214,videos/rz8KzLbdS7g.2.0.mp4,Is the scene in the video dynamic?,No
4215,videos/3005.1.8.mp4,Is the scene in the video dynamic?,Yes
4216,videos/Kapdye-diSM.9.mp4,Is the scene in the video completely static?,Yes
4217,videos/video_206294.0.mp4,Is the scene in the video completely static?,No
4218,videos/Kapdye-diSM.9.mp4,Is the scene in the video dynamic?,No
4219,videos/video_206294.0.mp4,Is the scene in the video dynamic?,Yes
4220,videos/8ouj_JN2ytI.0.27.mp4,Is the scene in the video completely static?,Yes
4221,videos/Y_df8_eRbnY.1.0.mp4,Is the scene in the video completely static?,No
4222,videos/8ouj_JN2ytI.0.27.mp4,Is the scene in the video dynamic?,No
4223,videos/Y_df8_eRbnY.1.0.mp4,Is the scene in the video dynamic?,Yes
4224,videos/KAer-wHAd38.2.1.mp4,Is the scene in the video completely static?,Yes
4225,videos/gKGK0udq8i8.0.2.mp4,Is the scene in the video completely static?,No
4226,videos/KAer-wHAd38.2.1.mp4,Is the scene in the video dynamic?,No
4227,videos/gKGK0udq8i8.0.2.mp4,Is the scene in the video dynamic?,Yes
4228,videos/OCBYMQzG44U.30.12.mp4,Is the scene in the video completely static?,Yes
4229,videos/RooDYxp5Fx8.3.6.mp4,Is the scene in the video completely static?,No
4230,videos/OCBYMQzG44U.30.12.mp4,Is the scene in the video dynamic?,No
4231,videos/RooDYxp5Fx8.3.6.mp4,Is the scene in the video dynamic?,Yes
4232,videos/0Pzq0URbL2M.10.4.mp4,Is the scene in the video completely static?,Yes
4233,videos/uWCGK4nneeU.1.1.mp4,Is the scene in the video completely static?,No
4234,videos/0Pzq0URbL2M.10.4.mp4,Is the scene in the video dynamic?,No
4235,videos/uWCGK4nneeU.1.1.mp4,Is the scene in the video dynamic?,Yes
4236,videos/TktL3QR8Yg8.0.5.mp4,Is the scene in the video completely static?,Yes
4237,videos/KF5p8VIbt0Y.2.0.mp4,Is the scene in the video completely static?,No
4238,videos/TktL3QR8Yg8.0.5.mp4,Is the scene in the video dynamic?,No
4239,videos/KF5p8VIbt0Y.2.0.mp4,Is the scene in the video dynamic?,Yes
4240,videos/RooDYxp5Fx8.21.1.mp4,Is the scene in the video completely static?,Yes
4241,videos/338.2.32.mp4,Is the scene in the video completely static?,No
4242,videos/RooDYxp5Fx8.21.1.mp4,Is the scene in the video dynamic?,No
4243,videos/338.2.32.mp4,Is the scene in the video dynamic?,Yes
4244,videos/rz8KzLbdS7g.3.1.mp4,Is the scene in the video completely static?,Yes
4245,videos/IWv0EhEGmNI.0.8.mp4,Is the scene in the video completely static?,No
4246,videos/rz8KzLbdS7g.3.1.mp4,Is the scene in the video dynamic?,No
4247,videos/IWv0EhEGmNI.0.8.mp4,Is the scene in the video dynamic?,Yes
4248,videos/rfg9l66Eskw.0.1.mp4,Is the scene in the video completely static?,Yes
4249,videos/1018.1.7.mp4,Is the scene in the video completely static?,No
4250,videos/rfg9l66Eskw.0.1.mp4,Is the scene in the video dynamic?,No
4251,videos/1018.1.7.mp4,Is the scene in the video dynamic?,Yes
4252,videos/LtXUoaZcp70.5.1.mp4,Is the scene in the video completely static?,Yes
4253,videos/NZ3Pba3Xsk4.8.2.mp4,Is the scene in the video completely static?,No
4254,videos/LtXUoaZcp70.5.1.mp4,Is the scene in the video dynamic?,No
4255,videos/NZ3Pba3Xsk4.8.2.mp4,Is the scene in the video dynamic?,Yes
4256,videos/2aU6O-hbhmI.0.9.mp4,Is the scene in the video completely static?,Yes
4257,videos/Uofofz62A2E.0.2.mp4,Is the scene in the video completely static?,No
4258,videos/2aU6O-hbhmI.0.9.mp4,Is the scene in the video dynamic?,No
4259,videos/Uofofz62A2E.0.2.mp4,Is the scene in the video dynamic?,Yes
4260,videos/OCBYMQzG44U.21.2.mp4,Is the scene in the video completely static?,Yes
4261,videos/190.2.9.mp4,Is the scene in the video completely static?,No
4262,videos/OCBYMQzG44U.21.2.mp4,Is the scene in the video dynamic?,No
4263,videos/190.2.9.mp4,Is the scene in the video dynamic?,Yes
4264,videos/KoJ0Pih0Ssc.4.3.mp4,Is the scene in the video completely static?,Yes
4265,videos/RooDYxp5Fx8.3.3.mp4,Is the scene in the video completely static?,No
4266,videos/KoJ0Pih0Ssc.4.3.mp4,Is the scene in the video dynamic?,No
4267,videos/RooDYxp5Fx8.3.3.mp4,Is the scene in the video dynamic?,Yes
4268,videos/L0zS8z8YqJ8.0.4.mp4,Is the scene in the video completely static?,Yes
4269,videos/187.6.13.mp4,Is the scene in the video completely static?,No
4270,videos/L0zS8z8YqJ8.0.4.mp4,Is the scene in the video dynamic?,No
4271,videos/187.6.13.mp4,Is the scene in the video dynamic?,Yes
4272,videos/mixkit-aerial-view-of-the-mouth-of-an-estuary-in-the-50214.0.mp4,Is the scene in the video completely static?,Yes
4273,videos/M0jmSsQ5ptw.3.16.mp4,Is the scene in the video completely static?,No
4274,videos/mixkit-aerial-view-of-the-mouth-of-an-estuary-in-the-50214.0.mp4,Is the scene in the video dynamic?,No
4275,videos/M0jmSsQ5ptw.3.16.mp4,Is the scene in the video dynamic?,Yes
4276,videos/y51VUsotZe4.8.3.mp4,Is the scene in the video completely static?,Yes
4277,videos/MK_p4kzcPVY.0.0.mp4,Is the scene in the video completely static?,No
4278,videos/y51VUsotZe4.8.3.mp4,Is the scene in the video dynamic?,No
4279,videos/MK_p4kzcPVY.0.0.mp4,Is the scene in the video dynamic?,Yes
4280,videos/4uGfFYzxWEg.8.2.mp4,Is the scene in the video completely static?,Yes
4281,videos/2dacd61df3146649c49dd1f16adeb7c52d5a447127427c4948b37fc0ae306d7d.0.mp4,Is the scene in the video completely static?,No
4282,videos/4uGfFYzxWEg.8.2.mp4,Is the scene in the video dynamic?,No
4283,videos/2dacd61df3146649c49dd1f16adeb7c52d5a447127427c4948b37fc0ae306d7d.0.mp4,Is the scene in the video dynamic?,Yes
4284,videos/VKre9_wM3Mo.3.3.mp4,Is the scene in the video completely static?,Yes
4285,videos/H4AZhS5WqKk.2.19.mp4,Is the scene in the video completely static?,No
4286,videos/VKre9_wM3Mo.3.3.mp4,Is the scene in the video dynamic?,No
4287,videos/H4AZhS5WqKk.2.19.mp4,Is the scene in the video dynamic?,Yes
4288,videos/154586.0.mp4,Is the scene in the video completely static?,Yes
4289,videos/u-dEnJpCGAQ.15.3.mp4,Is the scene in the video completely static?,No
4290,videos/154586.0.mp4,Is the scene in the video dynamic?,No
4291,videos/u-dEnJpCGAQ.15.3.mp4,Is the scene in the video dynamic?,Yes
4292,videos/3HYfPz8lvDI.5.2.mp4,Is the scene in the video completely static?,Yes
4293,videos/qMeHR2Dc4mQ.0.0.mp4,Is the scene in the video completely static?,No
4294,videos/3HYfPz8lvDI.5.2.mp4,Is the scene in the video dynamic?,No
4295,videos/qMeHR2Dc4mQ.0.0.mp4,Is the scene in the video dynamic?,Yes
4296,videos/Gel59Iy3YhQ.42.3.mp4,Is the scene in the video completely static?,Yes
4297,videos/JpEfHcVrtXI.3.6.mp4,Is the scene in the video completely static?,No
4298,videos/Gel59Iy3YhQ.42.3.mp4,Is the scene in the video dynamic?,No
4299,videos/JpEfHcVrtXI.3.6.mp4,Is the scene in the video dynamic?,Yes
4300,videos/LtXUoaZcp70.7.0.mp4,Is the scene in the video completely static?,Yes
4301,videos/f4ZzHtww6Tc.2.12.mp4,Is the scene in the video completely static?,No
4302,videos/LtXUoaZcp70.7.0.mp4,Is the scene in the video dynamic?,No
4303,videos/f4ZzHtww6Tc.2.12.mp4,Is the scene in the video dynamic?,Yes
4304,videos/mlUKWRnYzR4.0.11.mp4,Is the scene in the video completely static?,Yes
4305,videos/852363.12.mp4,Is the scene in the video completely static?,No
4306,videos/mlUKWRnYzR4.0.11.mp4,Is the scene in the video dynamic?,No
4307,videos/852363.12.mp4,Is the scene in the video dynamic?,Yes
4308,videos/8iZ8RtiJq14.12.5.mp4,Is the scene in the video completely static?,Yes
4309,videos/H4AZhS5WqKk.2.16.mp4,Is the scene in the video completely static?,No
4310,videos/8iZ8RtiJq14.12.5.mp4,Is the scene in the video dynamic?,No
4311,videos/H4AZhS5WqKk.2.16.mp4,Is the scene in the video dynamic?,Yes
4312,videos/K3U7Ybik1wM.4.2.mp4,Is the scene in the video completely static?,Yes
4313,videos/ash8vDNcJBs.2.0.mp4,Is the scene in the video completely static?,No
4314,videos/K3U7Ybik1wM.4.2.mp4,Is the scene in the video dynamic?,No
4315,videos/ash8vDNcJBs.2.0.mp4,Is the scene in the video dynamic?,Yes
4316,videos/PIvOfcR77SQ.7.1.mp4,Is the scene in the video completely static?,Yes
4317,videos/c41pRPO9TQk.3.mp4,Is the scene in the video completely static?,No
4318,videos/PIvOfcR77SQ.7.1.mp4,Is the scene in the video dynamic?,No
4319,videos/c41pRPO9TQk.3.mp4,Is the scene in the video dynamic?,Yes
4320,videos/RxrFsOEIRCE.0.2.mp4,Is the scene in the video completely static?,Yes
4321,videos/tCRbVEGHZlQ.0.5.mp4,Is the scene in the video completely static?,No
4322,videos/RxrFsOEIRCE.0.2.mp4,Is the scene in the video dynamic?,No
4323,videos/tCRbVEGHZlQ.0.5.mp4,Is the scene in the video dynamic?,Yes
4324,videos/KoJ0Pih0Ssc.2.5.mp4,Is the scene in the video completely static?,Yes
4325,videos/Ejcl5Jk_4QU.8.1.mp4,Is the scene in the video completely static?,No
4326,videos/KoJ0Pih0Ssc.2.5.mp4,Is the scene in the video dynamic?,No
4327,videos/Ejcl5Jk_4QU.8.1.mp4,Is the scene in the video dynamic?,Yes
4328,videos/vEvBpjCOBu0.6.4.mp4,Is the scene in the video completely static?,Yes
4329,videos/pNGMY3xVkVE.0.1.mp4,Is the scene in the video completely static?,No
4330,videos/vEvBpjCOBu0.6.4.mp4,Is the scene in the video dynamic?,No
4331,videos/pNGMY3xVkVE.0.1.mp4,Is the scene in the video dynamic?,Yes
4332,videos/F7iLfuci75Y.6.2.mp4,Is the scene in the video completely static?,Yes
4333,videos/KB3KMUw54Hc.0.6.mp4,Is the scene in the video completely static?,No
4334,videos/F7iLfuci75Y.6.2.mp4,Is the scene in the video dynamic?,No
4335,videos/KB3KMUw54Hc.0.6.mp4,Is the scene in the video dynamic?,Yes
4336,videos/ZADlkbr7Avg.6.7.mp4,Is the scene in the video completely static?,Yes
4337,videos/ZXloF-qGW4U.0.3.mp4,Is the scene in the video completely static?,No
4338,videos/ZADlkbr7Avg.6.7.mp4,Is the scene in the video dynamic?,No
4339,videos/ZXloF-qGW4U.0.3.mp4,Is the scene in the video dynamic?,Yes
4340,videos/lz5xvWTodyw.9.3.mp4,Does the camera only zoom out without any other camera movement?,Yes
4341,videos/9c0f08e0b5320fa4c6feb8137f23143e9c72587815db316a221da5a97ad8c755.1.mp4,Does the camera only zoom out without any other camera movement?,No
4342,videos/lz5xvWTodyw.9.3.mp4,Does the camera only move backward without any other camera movement?,No
4343,videos/9c0f08e0b5320fa4c6feb8137f23143e9c72587815db316a221da5a97ad8c755.1.mp4,Does the camera only move backward without any other camera movement?,Yes
4344,videos/3pxrECZYEAA.3.5.mp4,Does the camera only zoom out without any other camera movement?,Yes
4345,videos/VKre9_wM3Mo.1.3.mp4,Does the camera only zoom out without any other camera movement?,No
4346,videos/3pxrECZYEAA.3.5.mp4,Does the camera only move backward without any other camera movement?,No
4347,videos/VKre9_wM3Mo.1.3.mp4,Does the camera only move backward without any other camera movement?,Yes
4348,videos/4PcpGxihPac.4.0.mp4,Does the camera only zoom out without any other camera movement?,Yes
4349,videos/qMeHR2Dc4mQ.0.4.mp4,Does the camera only zoom out without any other camera movement?,No
4350,videos/4PcpGxihPac.4.0.mp4,Does the camera only move backward without any other camera movement?,No
4351,videos/qMeHR2Dc4mQ.0.4.mp4,Does the camera only move backward without any other camera movement?,Yes
4352,videos/QMlfVwN3iTw.8.2.mp4,Does the camera only zoom out without any other camera movement?,Yes
4353,videos/gKGK0udq8i8.0.2.mp4,Does the camera only zoom out without any other camera movement?,No
4354,videos/QMlfVwN3iTw.8.2.mp4,Does the camera only move backward without any other camera movement?,No
4355,videos/gKGK0udq8i8.0.2.mp4,Does the camera only move backward without any other camera movement?,Yes
4356,videos/KdfhMulBsyk.2.8.mp4,Does the camera only zoom out without any other camera movement?,Yes
4357,videos/LtXUoaZcp70.4.4.mp4,Does the camera only zoom out without any other camera movement?,No
4358,videos/KdfhMulBsyk.2.8.mp4,Does the camera only move backward without any other camera movement?,No
4359,videos/LtXUoaZcp70.4.4.mp4,Does the camera only move backward without any other camera movement?,Yes
4360,videos/AhnS92hxqCA.3.1.mp4,Does the camera only zoom out without any other camera movement?,Yes
4361,videos/190.2.9.mp4,Does the camera only zoom out without any other camera movement?,No
4362,videos/AhnS92hxqCA.3.1.mp4,Does the camera only move backward without any other camera movement?,No
4363,videos/190.2.9.mp4,Does the camera only move backward without any other camera movement?,Yes
4364,videos/XA2X_JBzkzY.2.1.mp4,Does the camera only zoom out without any other camera movement?,Yes
4365,videos/LtXUoaZcp70.3.4.mp4,Does the camera only zoom out without any other camera movement?,No
4366,videos/XA2X_JBzkzY.2.1.mp4,Does the camera only move backward without any other camera movement?,No
4367,videos/LtXUoaZcp70.3.4.mp4,Does the camera only move backward without any other camera movement?,Yes
4368,videos/3epU697sU9E.5.7.mp4,Does the camera only zoom out without any other camera movement?,Yes
4369,videos/hpTEzp-6CkM.0.4.mp4,Does the camera only zoom out without any other camera movement?,No
4370,videos/3epU697sU9E.5.7.mp4,Does the camera only move backward without any other camera movement?,No
4371,videos/hpTEzp-6CkM.0.4.mp4,Does the camera only move backward without any other camera movement?,Yes
4372,videos/yQLgp8trSDc.0.5.mp4,Does the camera only zoom out without any other camera movement?,Yes
4373,videos/ZBsv_5fHtIg.0.2.mp4,Does the camera only zoom out without any other camera movement?,No
4374,videos/yQLgp8trSDc.0.5.mp4,Does the camera only move backward without any other camera movement?,No
4375,videos/ZBsv_5fHtIg.0.2.mp4,Does the camera only move backward without any other camera movement?,Yes
4376,videos/NJm86fzxG8s.4.5.mp4,Does the camera only zoom out without any other camera movement?,Yes
4377,videos/4uGfFYzxWEg.1.5.mp4,Does the camera only zoom out without any other camera movement?,No
4378,videos/NJm86fzxG8s.4.5.mp4,Does the camera only move backward without any other camera movement?,No
4379,videos/4uGfFYzxWEg.1.5.mp4,Does the camera only move backward without any other camera movement?,Yes
4380,videos/4f3hG-5grlw.4.3.mp4,Does the camera only zoom in without any other camera movement?,Yes
4381,videos/fP5UM4elIes.0.5.mp4,Does the camera only zoom in without any other camera movement?,No
4382,videos/4f3hG-5grlw.4.3.mp4,Does the camera only move forward without any other camera movement?,No
4383,videos/fP5UM4elIes.0.5.mp4,Does the camera only move forward without any other camera movement?,Yes
4384,videos/kSx5KGOv5Qc.0.mp4,Does the camera only zoom in without any other camera movement?,Yes
4385,videos/0UthxdAH0ks.3.0.mp4,Does the camera only zoom in without any other camera movement?,No
4386,videos/kSx5KGOv5Qc.0.mp4,Does the camera only move forward without any other camera movement?,No
4387,videos/0UthxdAH0ks.3.0.mp4,Does the camera only move forward without any other camera movement?,Yes
4388,videos/_I6Y-rtiTPc.0.2.mp4,Does the camera only zoom in without any other camera movement?,Yes
4389,videos/8iZ8RtiJq14.4.0.mp4,Does the camera only zoom in without any other camera movement?,No
4390,videos/_I6Y-rtiTPc.0.2.mp4,Does the camera only move forward without any other camera movement?,No
4391,videos/8iZ8RtiJq14.4.0.mp4,Does the camera only move forward without any other camera movement?,Yes
4392,videos/rfg9l66Eskw.0.1.mp4,Does the camera only zoom in without any other camera movement?,Yes
4393,videos/awPo_VZabRc.1.1.mp4,Does the camera only zoom in without any other camera movement?,No
4394,videos/rfg9l66Eskw.0.1.mp4,Does the camera only move forward without any other camera movement?,No
4395,videos/awPo_VZabRc.1.1.mp4,Does the camera only move forward without any other camera movement?,Yes
4396,videos/5e7Kk3WEFAA.0.3.mp4,Does the camera only zoom in without any other camera movement?,Yes
4397,videos/pNGMY3xVkVE.0.0.mp4,Does the camera only zoom in without any other camera movement?,No
4398,videos/5e7Kk3WEFAA.0.3.mp4,Does the camera only move forward without any other camera movement?,No
4399,videos/pNGMY3xVkVE.0.0.mp4,Does the camera only move forward without any other camera movement?,Yes
4400,videos/aVA7aXOH1pk.0.1.mp4,Does the camera only zoom in without any other camera movement?,Yes
4401,videos/MuNyfqxAO6Y.8.20.mp4,Does the camera only zoom in without any other camera movement?,No
4402,videos/aVA7aXOH1pk.0.1.mp4,Does the camera only move forward without any other camera movement?,No
4403,videos/MuNyfqxAO6Y.8.20.mp4,Does the camera only move forward without any other camera movement?,Yes
4404,videos/0u4NY-YtVII.5.0.mp4,Does the camera only zoom in without any other camera movement?,Yes
4405,videos/9c0f08e0b5320fa4c6feb8137f23143e9c72587815db316a221da5a97ad8c755.0.mp4,Does the camera only zoom in without any other camera movement?,No
4406,videos/0u4NY-YtVII.5.0.mp4,Does the camera only move forward without any other camera movement?,No
4407,videos/9c0f08e0b5320fa4c6feb8137f23143e9c72587815db316a221da5a97ad8c755.0.mp4,Does the camera only move forward without any other camera movement?,Yes
4408,videos/u-dEnJpCGAQ.15.1.mp4,Does the camera only zoom in without any other camera movement?,Yes
4409,videos/MuNyfqxAO6Y.2.0.mp4,Does the camera only zoom in without any other camera movement?,No
4410,videos/u-dEnJpCGAQ.15.1.mp4,Does the camera only move forward without any other camera movement?,No
4411,videos/MuNyfqxAO6Y.2.0.mp4,Does the camera only move forward without any other camera movement?,Yes
4412,videos/4PcpGxihPac.1.3.mp4,Does the camera only zoom in without any other camera movement?,Yes
4413,videos/KF5p8VIbt0Y.2.0.mp4,Does the camera only zoom in without any other camera movement?,No
4414,videos/4PcpGxihPac.1.3.mp4,Does the camera only move forward without any other camera movement?,No
4415,videos/KF5p8VIbt0Y.2.0.mp4,Does the camera only move forward without any other camera movement?,Yes
4416,videos/3HYfPz8lvDI.2.2.mp4,Does the camera only zoom in without any other camera movement?,Yes
4417,videos/xo9p8p6deRI.4.0.mp4,Does the camera only zoom in without any other camera movement?,No
4418,videos/3HYfPz8lvDI.2.2.mp4,Does the camera only move forward without any other camera movement?,No
4419,videos/xo9p8p6deRI.4.0.mp4,Does the camera only move forward without any other camera movement?,Yes
4420,videos/0Pzq0URbL2M.2.0.mp4,Does the camera only zoom in without any other camera movement?,Yes
4421,videos/pNGMY3xVkVE.0.1.mp4,Does the camera only zoom in without any other camera movement?,No
4422,videos/0Pzq0URbL2M.2.0.mp4,Does the camera only move forward without any other camera movement?,No
4423,videos/pNGMY3xVkVE.0.1.mp4,Does the camera only move forward without any other camera movement?,Yes
4424,videos/awPo_VZabRc.4.0.mp4,Does the camera only zoom in without any other camera movement?,Yes
4425,videos/KB3KMUw54Hc.0.6.mp4,Does the camera only zoom in without any other camera movement?,No
4426,videos/awPo_VZabRc.4.0.mp4,Does the camera only move forward without any other camera movement?,No
4427,videos/KB3KMUw54Hc.0.6.mp4,Does the camera only move forward without any other camera movement?,Yes
4428,videos/4uGfFYzxWEg.4.2.mp4,Does the camera only zoom in without any other camera movement?,Yes
4429,videos/LtXUoaZcp70.5.1.mp4,Does the camera only zoom in without any other camera movement?,No
4430,videos/4uGfFYzxWEg.4.2.mp4,Does the camera only move forward without any other camera movement?,No
4431,videos/LtXUoaZcp70.5.1.mp4,Does the camera only move forward without any other camera movement?,Yes
4432,videos/yQLgp8trSDc.2.0.mp4,Does the camera only zoom in without any other camera movement?,Yes
4433,videos/1470.0.35.mp4,Does the camera only zoom in without any other camera movement?,No
4434,videos/yQLgp8trSDc.2.0.mp4,Does the camera only move forward without any other camera movement?,No
4435,videos/1470.0.35.mp4,Does the camera only move forward without any other camera movement?,Yes
4436,videos/5454.1.17.mp4,Does the camera only zoom in without any other camera movement?,Yes
4437,videos/Gel59Iy3YhQ.42.3.mp4,Does the camera only zoom in without any other camera movement?,No
4438,videos/5454.1.17.mp4,Does the camera only move forward without any other camera movement?,No
4439,videos/Gel59Iy3YhQ.42.3.mp4,Does the camera only move forward without any other camera movement?,Yes
4440,videos/JGiXuXc3cao.7.2.mp4,Does the camera only zoom in without any other camera movement?,Yes
4441,videos/637ea05e5192428c06fd77b128bd3aa5436dbb3596b8ab6b87405e484e721bc1.0.mp4,Does the camera only zoom in without any other camera movement?,No
4442,videos/JGiXuXc3cao.7.2.mp4,Does the camera only move forward without any other camera movement?,No
4443,videos/637ea05e5192428c06fd77b128bd3aa5436dbb3596b8ab6b87405e484e721bc1.0.mp4,Does the camera only move forward without any other camera movement?,Yes
4444,videos/3HYfPz8lvDI.2.2.mp4,Does the camera zoom in without physically moving forward?,Yes
4445,videos/fSWFUFdV5TU.0.4.mp4,Does the camera zoom in without physically moving forward?,No
4446,videos/3HYfPz8lvDI.2.2.mp4,Does the camera physically move forward without zooming in?,No
4447,videos/fSWFUFdV5TU.0.4.mp4,Does the camera physically move forward without zooming in?,Yes
4448,videos/4uGfFYzxWEg.4.2.mp4,Does the camera zoom in without physically moving forward?,Yes
4449,videos/637ea05e5192428c06fd77b128bd3aa5436dbb3596b8ab6b87405e484e721bc1.0.mp4,Does the camera zoom in without physically moving forward?,No
4450,videos/4uGfFYzxWEg.4.2.mp4,Does the camera physically move forward without zooming in?,No
4451,videos/637ea05e5192428c06fd77b128bd3aa5436dbb3596b8ab6b87405e484e721bc1.0.mp4,Does the camera physically move forward without zooming in?,Yes
4452,videos/ttZAdY3n4nc.2.0.mp4,Does the camera zoom in without physically moving forward?,Yes
4453,videos/vEvBpjCOBu0.6.4.mp4,Does the camera zoom in without physically moving forward?,No
4454,videos/ttZAdY3n4nc.2.0.mp4,Does the camera physically move forward without zooming in?,No
4455,videos/vEvBpjCOBu0.6.4.mp4,Does the camera physically move forward without zooming in?,Yes
4456,videos/awPo_VZabRc.4.0.mp4,Does the camera zoom in without physically moving forward?,Yes
4457,videos/pNGMY3xVkVE.0.0.mp4,Does the camera zoom in without physically moving forward?,No
4458,videos/awPo_VZabRc.4.0.mp4,Does the camera physically move forward without zooming in?,No
4459,videos/pNGMY3xVkVE.0.0.mp4,Does the camera physically move forward without zooming in?,Yes
4460,videos/rfg9l66Eskw.0.1.mp4,Does the camera zoom in without physically moving forward?,Yes
